custom_id,unique_id,text,label,perturbation_type,gold,predicted,finish_reason,correct
970,mf_0194,Corporate acquisitions - Tax services,Finance,p1_format,B,E,stop,0
971,mf_0194,Corporate acquisitions - Tax services,Finance,p1_format_soft,B,E,stop,0
972,mf_0194,Corporate acquisitions - Tax services,Finance,p2_complexity,B,E,stop,0
973,mf_0194,Corporate acquisitions - Tax services,Finance,p4_role,B,E,stop,0
974,mf_0194,Corporate acquisitions - Tax services,Finance,p5_fewshot,B,E,stop,0
975,mf_0195,IFRS news - March 2017,Tax & Accounting,p1_format,E,E,stop,1
976,mf_0195,IFRS news - March 2017,Tax & Accounting,p1_format_soft,E,E,stop,1
977,mf_0195,IFRS news - March 2017,Tax & Accounting,p2_complexity,E,E,stop,1
978,mf_0195,IFRS news - March 2017,Tax & Accounting,p4_role,E,E,stop,1
979,mf_0195,IFRS news - March 2017,Tax & Accounting,p5_fewshot,E,E,stop,1
980,mf_0196,Capital markets: the rise of non-bank infrastructure project finance,Finance,p1_format,B,B,stop,1
981,mf_0196,Capital markets: the rise of non-bank infrastructure project finance,Finance,p1_format_soft,B,B,stop,1
982,mf_0196,Capital markets: the rise of non-bank infrastructure project finance,Finance,p2_complexity,B,B,stop,1
983,mf_0196,Capital markets: the rise of non-bank infrastructure project finance,Finance,p4_role,B,B,stop,1
984,mf_0196,Capital markets: the rise of non-bank infrastructure project finance,Finance,p5_fewshot,B,B,stop,1
985,mf_0197,Effects of Brexit for British citizens residing and working in Finland,Government & Controls,p1_format,C,C,stop,1
986,mf_0197,Effects of Brexit for British citizens residing and working in Finland,Government & Controls,p1_format_soft,C,C,stop,1
987,mf_0197,Effects of Brexit for British citizens residing and working in Finland,Government & Controls,p2_complexity,C,C,stop,1
988,mf_0197,Effects of Brexit for British citizens residing and working in Finland,Government & Controls,p4_role,C,C,stop,1
989,mf_0197,Effects of Brexit for British citizens residing and working in Finland,Government & Controls,p5_fewshot,C,B,stop,0
990,mf_0198,Pharma & Healthcare,Industry,p1_format,D,D,stop,1
991,mf_0198,Pharma & Healthcare,Industry,p1_format_soft,D,D,stop,1
992,mf_0198,Pharma & Healthcare,Industry,p2_complexity,D,D,stop,1
993,mf_0198,Pharma & Healthcare,Industry,p4_role,D,D,stop,1
994,mf_0198,Pharma & Healthcare,Industry,p5_fewshot,D,D,stop,1
995,mf_0199,Responsible Business Leadership,Business & Management,p1_format,A,A,stop,1
996,mf_0199,Responsible Business Leadership,Business & Management,p1_format_soft,A,A,stop,1
997,mf_0199,Responsible Business Leadership,Business & Management,p2_complexity,A,A,stop,1
998,mf_0199,Responsible Business Leadership,Business & Management,p4_role,A,A,stop,1
999,mf_0199,Responsible Business Leadership,Business & Management,p5_fewshot,A,A,stop,1
1000,mf_0200,The Budget process as a business growth engine,Business & Management,p1_format,A,A,stop,1
1001,mf_0200,The Budget process as a business growth engine,Business & Management,p1_format_soft,A,A,stop,1
1002,mf_0200,The Budget process as a business growth engine,Business & Management,p2_complexity,A,A,stop,1
1003,mf_0200,The Budget process as a business growth engine,Business & Management,p4_role,A,B,stop,0
1004,mf_0200,The Budget process as a business growth engine,Business & Management,p5_fewshot,A,A,stop,1
1005,mf_0201,Government Incentive Services Department,Government & Controls,p1_format,C,C,stop,1
1006,mf_0201,Government Incentive Services Department,Government & Controls,p1_format_soft,C,C,stop,1
1007,mf_0201,Government Incentive Services Department,Government & Controls,p2_complexity,C,C,stop,1
1008,mf_0201,Government Incentive Services Department,Government & Controls,p4_role,C,C,stop,1
1009,mf_0201,Government Incentive Services Department,Government & Controls,p5_fewshot,C,C,stop,1
1010,mf_0202,HR: Delivering more for less: What sets top performers apart?,Business & Management,p1_format,A,A,stop,1
1011,mf_0202,HR: Delivering more for less: What sets top performers apart?,Business & Management,p1_format_soft,A,A,stop,1
1012,mf_0202,HR: Delivering more for less: What sets top performers apart?,Business & Management,p2_complexity,A,A,stop,1
1013,mf_0202,HR: Delivering more for less: What sets top performers apart?,Business & Management,p4_role,A,A,stop,1
1014,mf_0202,HR: Delivering more for less: What sets top performers apart?,Business & Management,p5_fewshot,A,A,stop,1
1015,mf_0203,Deal summary SN4 International Oy / Bisnode Finland Oy,Finance,p1_format,B,B,stop,1
1016,mf_0203,Deal summary SN4 International Oy / Bisnode Finland Oy,Finance,p1_format_soft,B,B,stop,1
1017,mf_0203,Deal summary SN4 International Oy / Bisnode Finland Oy,Finance,p2_complexity,B,A,stop,0
1018,mf_0203,Deal summary SN4 International Oy / Bisnode Finland Oy,Finance,p4_role,B,A,stop,0
1019,mf_0203,Deal summary SN4 International Oy / Bisnode Finland Oy,Finance,p5_fewshot,B,B,stop,1
1020,mf_0204,Diversity and inclusion: PwC - Global Annual Review 2020,Business & Management,p1_format,A,A,stop,1
1021,mf_0204,Diversity and inclusion: PwC - Global Annual Review 2020,Business & Management,p1_format_soft,A,A,stop,1
1022,mf_0204,Diversity and inclusion: PwC - Global Annual Review 2020,Business & Management,p2_complexity,A,A,stop,1
1023,mf_0204,Diversity and inclusion: PwC - Global Annual Review 2020,Business & Management,p4_role,A,A,stop,1
1024,mf_0204,Diversity and inclusion: PwC - Global Annual Review 2020,Business & Management,p5_fewshot,A,A,stop,1
1025,mf_0205,Tax accounting,Tax & Accounting,p1_format,E,E,stop,1
1026,mf_0205,Tax accounting,Tax & Accounting,p1_format_soft,E,E,stop,1
1027,mf_0205,Tax accounting,Tax & Accounting,p2_complexity,E,E,stop,1
1028,mf_0205,Tax accounting,Tax & Accounting,p4_role,E,E,stop,1
1029,mf_0205,Tax accounting,Tax & Accounting,p5_fewshot,E,E,stop,1
1030,mf_0206,Finnish Tax Authorities’ actions to support companies during the COVID-19 epidemic,Tax & Accounting,p1_format,E,E,stop,1
1031,mf_0206,Finnish Tax Authorities’ actions to support companies during the COVID-19 epidemic,Tax & Accounting,p1_format_soft,E,E,stop,1
1032,mf_0206,Finnish Tax Authorities’ actions to support companies during the COVID-19 epidemic,Tax & Accounting,p2_complexity,E,E,stop,1
1033,mf_0206,Finnish Tax Authorities’ actions to support companies during the COVID-19 epidemic,Tax & Accounting,p4_role,E,E,stop,1
1034,mf_0206,Finnish Tax Authorities’ actions to support companies during the COVID-19 epidemic,Tax & Accounting,p5_fewshot,E,E,stop,1
1035,mf_0207,PwC Named a Leader for Logistics Management Consulting for second consecutive year,Industry,p1_format,D,A,stop,0
1036,mf_0207,PwC Named a Leader for Logistics Management Consulting for second consecutive year,Industry,p1_format_soft,D,A,stop,0
1037,mf_0207,PwC Named a Leader for Logistics Management Consulting for second consecutive year,Industry,p2_complexity,D,A,stop,0
1038,mf_0207,PwC Named a Leader for Logistics Management Consulting for second consecutive year,Industry,p4_role,D,A,stop,0
1039,mf_0207,PwC Named a Leader for Logistics Management Consulting for second consecutive year,Industry,p5_fewshot,D,A,stop,0
1040,mf_0208,Linking ESG to financing and investment activities,Business & Management,p1_format,A,B,stop,0
1041,mf_0208,Linking ESG to financing and investment activities,Business & Management,p1_format_soft,A,B,stop,0
1042,mf_0208,Linking ESG to financing and investment activities,Business & Management,p2_complexity,A,B,stop,0
1043,mf_0208,Linking ESG to financing and investment activities,Business & Management,p4_role,A,B,stop,0
1044,mf_0208,Linking ESG to financing and investment activities,Business & Management,p5_fewshot,A,B,stop,0
1045,mf_0209,Internet advertising,Industry,p1_format,D,F,stop,0
1046,mf_0209,Internet advertising,Industry,p1_format_soft,D,F,stop,0
1047,mf_0209,Internet advertising,Industry,p2_complexity,D,F,stop,0
1048,mf_0209,Internet advertising,Industry,p4_role,D,F,stop,0
1049,mf_0209,Internet advertising,Industry,p5_fewshot,D,F,stop,0
1050,mf_0210,Shipping Industry,Industry,p1_format,D,D,stop,1
1051,mf_0210,Shipping Industry,Industry,p1_format_soft,D,D,stop,1
1052,mf_0210,Shipping Industry,Industry,p2_complexity,D,D,stop,1
1053,mf_0210,Shipping Industry,Industry,p4_role,D,D,stop,1
1054,mf_0210,Shipping Industry,Industry,p5_fewshot,D,D,stop,1
1055,mf_0211,Global Consumer Insights Survey,Industry,p1_format,D,A,stop,0
1056,mf_0211,Global Consumer Insights Survey,Industry,p1_format_soft,D,A,stop,0
1057,mf_0211,Global Consumer Insights Survey,Industry,p2_complexity,D,A,stop,0
1058,mf_0211,Global Consumer Insights Survey,Industry,p4_role,D,A,stop,0
1059,mf_0211,Global Consumer Insights Survey,Industry,p5_fewshot,D,A,stop,0
1060,mf_0212,Strategy&,Business & Management,p1_format,A,A,stop,1
1061,mf_0212,Strategy&,Business & Management,p1_format_soft,A,A,stop,1
1062,mf_0212,Strategy&,Business & Management,p2_complexity,A,A,stop,1
1063,mf_0212,Strategy&,Business & Management,p4_role,A,A,stop,1
1064,mf_0212,Strategy&,Business & Management,p5_fewshot,A,A,stop,1
1065,mf_0213,The rising attractiveness of alternative asset classes for Sovereign Wealth Funds,Finance,p1_format,B,B,stop,1
1066,mf_0213,The rising attractiveness of alternative asset classes for Sovereign Wealth Funds,Finance,p1_format_soft,B,B,stop,1
1067,mf_0213,The rising attractiveness of alternative asset classes for Sovereign Wealth Funds,Finance,p2_complexity,B,B,stop,1
1068,mf_0213,The rising attractiveness of alternative asset classes for Sovereign Wealth Funds,Finance,p4_role,B,B,stop,1
1069,mf_0213,The rising attractiveness of alternative asset classes for Sovereign Wealth Funds,Finance,p5_fewshot,B,B,stop,1
1070,mf_0214,"Rapidly changing behaviours in 2020 are accelerating consumer embrace of digital, health, and sustainability trends, says PwC",Industry,p1_format,D,A,stop,0
1071,mf_0214,"Rapidly changing behaviours in 2020 are accelerating consumer embrace of digital, health, and sustainability trends, says PwC",Industry,p1_format_soft,D,A,stop,0
1072,mf_0214,"Rapidly changing behaviours in 2020 are accelerating consumer embrace of digital, health, and sustainability trends, says PwC",Industry,p2_complexity,D,A,stop,0
1073,mf_0214,"Rapidly changing behaviours in 2020 are accelerating consumer embrace of digital, health, and sustainability trends, says PwC",Industry,p4_role,D,A,stop,0
1074,mf_0214,"Rapidly changing behaviours in 2020 are accelerating consumer embrace of digital, health, and sustainability trends, says PwC",Industry,p5_fewshot,D,D,stop,1
1075,mf_0215,China’s semiconductor industry remains on the upswing,Technology,p1_format,F,D,stop,0
1076,mf_0215,China’s semiconductor industry remains on the upswing,Technology,p1_format_soft,F,D,stop,0
1077,mf_0215,China’s semiconductor industry remains on the upswing,Technology,p2_complexity,F,D,stop,0
1078,mf_0215,China’s semiconductor industry remains on the upswing,Technology,p4_role,F,F,stop,1
1079,mf_0215,China’s semiconductor industry remains on the upswing,Technology,p5_fewshot,F,F,stop,1
1080,mf_0216,Key English Accelerator - Online Course,Business & Management,p1_format,A,A,stop,1
1081,mf_0216,Key English Accelerator - Online Course,Business & Management,p1_format_soft,A,A,stop,1
1082,mf_0216,Key English Accelerator - Online Course,Business & Management,p2_complexity,A,F,stop,0
1083,mf_0216,Key English Accelerator - Online Course,Business & Management,p4_role,A,A,stop,1
1084,mf_0216,Key English Accelerator - Online Course,Business & Management,p5_fewshot,A,A,stop,1
1085,mf_0217,Playing with the future: PwC’s immersive emerging tech experience,Technology,p1_format,F,F,stop,1
1086,mf_0217,Playing with the future: PwC’s immersive emerging tech experience,Technology,p1_format_soft,F,F,stop,1
1087,mf_0217,Playing with the future: PwC’s immersive emerging tech experience,Technology,p2_complexity,F,F,stop,1
1088,mf_0217,Playing with the future: PwC’s immersive emerging tech experience,Technology,p4_role,F,F,stop,1
1089,mf_0217,Playing with the future: PwC’s immersive emerging tech experience,Technology,p5_fewshot,F,F,stop,1
1090,mf_0218,The COVID-19 crisis has accelerated the Digital Transformation across industries and can lead to a wave of consolidation in the TMT sector,Technology,p1_format,F,F,stop,1
1091,mf_0218,The COVID-19 crisis has accelerated the Digital Transformation across industries and can lead to a wave of consolidation in the TMT sector,Technology,p1_format_soft,F,D,stop,0
1092,mf_0218,The COVID-19 crisis has accelerated the Digital Transformation across industries and can lead to a wave of consolidation in the TMT sector,Technology,p2_complexity,F,D,stop,0
1093,mf_0218,The COVID-19 crisis has accelerated the Digital Transformation across industries and can lead to a wave of consolidation in the TMT sector,Technology,p4_role,F,F,stop,1
1094,mf_0218,The COVID-19 crisis has accelerated the Digital Transformation across industries and can lead to a wave of consolidation in the TMT sector,Technology,p5_fewshot,F,F,stop,1
1095,mf_0219,The Internet of Things,Technology,p1_format,F,F,stop,1
1096,mf_0219,The Internet of Things,Technology,p1_format_soft,F,F,stop,1
1097,mf_0219,The Internet of Things,Technology,p2_complexity,F,F,stop,1
1098,mf_0219,The Internet of Things,Technology,p4_role,F,F,stop,1
1099,mf_0219,The Internet of Things,Technology,p5_fewshot,F,F,stop,1
1100,mf_0220,2016 Family business Survey,Business & Management,p1_format,A,A,stop,1
1101,mf_0220,2016 Family business Survey,Business & Management,p1_format_soft,A,A,stop,1
1102,mf_0220,2016 Family business Survey,Business & Management,p2_complexity,A,A,stop,1
1103,mf_0220,2016 Family business Survey,Business & Management,p4_role,A,A,stop,1
1104,mf_0220,2016 Family business Survey,Business & Management,p5_fewshot,A,A,stop,1
1105,mf_0221,Cash Flow Statements,Tax & Accounting,p1_format,E,E,stop,1
1106,mf_0221,Cash Flow Statements,Tax & Accounting,p1_format_soft,E,E,stop,1
1107,mf_0221,Cash Flow Statements,Tax & Accounting,p2_complexity,E,E,stop,1
1108,mf_0221,Cash Flow Statements,Tax & Accounting,p4_role,E,E,stop,1
1109,mf_0221,Cash Flow Statements,Tax & Accounting,p5_fewshot,E,E,stop,1
1110,mf_0222,Internal Controls Advisory,Government & Controls,p1_format,C,E,stop,0
1111,mf_0222,Internal Controls Advisory,Government & Controls,p1_format_soft,C,E,stop,0
1112,mf_0222,Internal Controls Advisory,Government & Controls,p2_complexity,C,E,stop,0
1113,mf_0222,Internal Controls Advisory,Government & Controls,p4_role,C,E,stop,0
1114,mf_0222,Internal Controls Advisory,Government & Controls,p5_fewshot,C,E,stop,0
1115,mf_0223,Online Gambler Outlook,Industry,p1_format,D,D,stop,1
1116,mf_0223,Online Gambler Outlook,Industry,p1_format_soft,D,D,stop,1
1117,mf_0223,Online Gambler Outlook,Industry,p2_complexity,D,D,stop,1
1118,mf_0223,Online Gambler Outlook,Industry,p4_role,D,D,stop,1
1119,mf_0223,Online Gambler Outlook,Industry,p5_fewshot,D,D,stop,1
1120,mf_0224,Annual report 2016: Creating a technology enabled business transcript,Tax & Accounting,p1_format,E,F,stop,0
1121,mf_0224,Annual report 2016: Creating a technology enabled business transcript,Tax & Accounting,p1_format_soft,E,F,stop,0
1122,mf_0224,Annual report 2016: Creating a technology enabled business transcript,Tax & Accounting,p2_complexity,E,B,stop,0
1123,mf_0224,Annual report 2016: Creating a technology enabled business transcript,Tax & Accounting,p4_role,E,A,stop,0
1124,mf_0224,Annual report 2016: Creating a technology enabled business transcript,Tax & Accounting,p5_fewshot,E,F,stop,0
1125,mf_0225,Asset management and COVID-19: Emerging stronger from uncertain times,Finance,p1_format,B,B,stop,1
1126,mf_0225,Asset management and COVID-19: Emerging stronger from uncertain times,Finance,p1_format_soft,B,B,stop,1
1127,mf_0225,Asset management and COVID-19: Emerging stronger from uncertain times,Finance,p2_complexity,B,B,stop,1
1128,mf_0225,Asset management and COVID-19: Emerging stronger from uncertain times,Finance,p4_role,B,B,stop,1
1129,mf_0225,Asset management and COVID-19: Emerging stronger from uncertain times,Finance,p5_fewshot,B,B,stop,1
1130,mf_0226,COVID-19: What US business leaders should know,Business & Management,p1_format,A,A,stop,1
1131,mf_0226,COVID-19: What US business leaders should know,Business & Management,p1_format_soft,A,A,stop,1
1132,mf_0226,COVID-19: What US business leaders should know,Business & Management,p2_complexity,A,A,stop,1
1133,mf_0226,COVID-19: What US business leaders should know,Business & Management,p4_role,A,A,stop,1
1134,mf_0226,COVID-19: What US business leaders should know,Business & Management,p5_fewshot,A,A,stop,1
1135,mf_0227,Deal summary Investium Group Oy / Titanium Oyj,Finance,p1_format,B,B,stop,1
1136,mf_0227,Deal summary Investium Group Oy / Titanium Oyj,Finance,p1_format_soft,B,B,stop,1
1137,mf_0227,Deal summary Investium Group Oy / Titanium Oyj,Finance,p2_complexity,B,B,stop,1
1138,mf_0227,Deal summary Investium Group Oy / Titanium Oyj,Finance,p4_role,B,A,stop,0
1139,mf_0227,Deal summary Investium Group Oy / Titanium Oyj,Finance,p5_fewshot,B,B,stop,1
1140,mf_0228,Legislative compliance,Government & Controls,p1_format,C,C,stop,1
1141,mf_0228,Legislative compliance,Government & Controls,p1_format_soft,C,C,stop,1
